Link,Info
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM4OTI5NDc=,Asif Khan Founder Grapes
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3OTU0NzA=,Fawzi Tulefat Founder Almaher Business Idealizations
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3OTAyNTg=,Maneesh Mishra Founder DataLeap
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3NjM4Mzg=,Oday Alattal Co-Founder & CTO Mawsool International
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3NTA4ODY=,Firras Sabbah Founder | Partner thoughthaus Consulting
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3NDEwNjc=,Kenneth Ofkeli Founder and COO Sowtek
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3MjczNzU=,Reem Turky Tawaasuly Founder Innovation source establishment for information technology and communications.
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3MjE3NzI=,Nour Shawky CEO & CO-Founder Softec Technologies
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3MDg2NDA=,Priya M Nair Founder Zwag Ai
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3MDc4ODk=,Hani Abu Damis COO - Cofounder Venderlane
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM3MDc4ODc=,Shafqut Hamid Co Founder Etaps
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2ODY0MDI=,Mohammad Rababah Co Founder and Product Manager DESAISIV
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2Njg1NDc=,Ahmed Al-Bassyouni CEO/Founder Cloudilic
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2NjYyMjA=,Mohammed Abbas Founder CarZoneKsa
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2NjUzNzc=,Nimit Solanki Founder Vikalp.io
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2NTQ3MTg=,Nabeel Radhi Co-Founder & COO FACEKI
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2NDYwODk=,Saad Zaitooni Founder & SEO Qubit
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2NDE2MDY=,Somaya Elshafei Founder & CEO TravMed
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MzU0MzQ=,Eda Ozceyhan CEO & Founder Adeo Global
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MzA5MTY=,Abid Saleem Founder & CEO ABS Technologies
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MjI2NTg=,Vishal Agarwal CEO & Co-founder Locobuzz
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MjE4OTU=,Jameel Yousaf Co-founder Clariscan.ai
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTk5Mzk=,Fatima Batool CEO/Founder EZ Wage
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTk0OTU=,Mohamed S.Hassan Founder & Entrepreneurship MONDIAL Group Imp-Exp Trading Agencies
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTg2NjQ=,Soheb M CEO & Co-Founder Nesy Solution
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTcxMjQ=,Saleh Almuzaini Co-Founder Startup
https://app.seamless-expo.com/event/seamless-saudi-arabia-2024/person/RXZlbnRQZW9wbGVfMzM2MTYxMjE=,Will Abdo CEO & Founder Webtrade Marketing Pty Ltd
